folder,file_name,affect_rating_segment,segment_start_sec,segment_end_sec,duration_sec,duration_msec,happiness_full_video,surprise_full_video,lab_id,subj_id,trial_num
7,infantcog53_6,4,2,12,10,10000,0,0,infantcog_ubc,UBC_053,6
2,infantcog53_7,4,2.508,4.587,2.079,2079,0,0,infantcog_ubc,UBC_053,7
2,infantcog53_7,4,5.907,8.481,2.574,2574,0,0,infantcog_ubc,UBC_053,7
2,infantcog53_7,4,11.133,12,0.867,867,0,0,infantcog_ubc,UBC_053,7
7,infantcog53_8,4,3.894,4.884,0.99,990,0,0,infantcog_ubc,UBC_053,8
8,infantcog53_9,3,7.293,9.9,2.607,2607,1,1,infantcog_ubc,UBC_053,9
5,infantcog55_1,4,2,12,10,10000,0,0,infantcog_ubc,UBC_055,1
8,infantcog55_10,3,3.366,6.93,3.564,3564,2,0,infantcog_ubc,UBC_055,10
4,infantcog55_2,3,2,8.913,6.913,6913,2,0,infantcog_ubc,UBC_055,2
4,infantcog55_2,2,10.659,12,1.341,1341,2,0,infantcog_ubc,UBC_055,2
3,infantcog55_3,4,2,12,10,10000,0,0,infantcog_ubc,UBC_055,3
1,infantcog55_4,4,2,12,10,10000,0,0,infantcog_ubc,UBC_055,4
7,infantcog55_5,4,11.979,12,0.021,21,0,0,infantcog_ubc,UBC_055,5
4,infantcog55_6,3,2,5.973,3.973,3973,2,0,infantcog_ubc,UBC_055,6
4,infantcog55_6,2,6.435,9.636,3.201,3201,2,0,infantcog_ubc,UBC_055,6
1,infantcog55_7,3,9.603,10.693,1.09,1090,2,0,infantcog_ubc,UBC_055,7
7,infantcog55_8,3,3.465,5.379,1.914,1914,2,0,infantcog_ubc,UBC_055,8
6,infantcog55_9,4,2,12,10,10000,0,0,infantcog_ubc,UBC_055,9
2,infantcog56_1,4,2,12,10,10000,0,0,infantcog_ubc,UBC_056,1
8,infantcog56_2,3,3.762,8.547,4.785,4785,2,0,infantcog_ubc,UBC_056,2
8,infantcog56_2,3,9.999,10.56,0.561,561,2,0,infantcog_ubc,UBC_056,2
3,infantcog56_3,4,2,12,10,10000,0,0,infantcog_ubc,UBC_056,3
4,infantcog56_4,3,2,5.327,3.327,3327,2,0,infantcog_ubc,UBC_056,4
4,infantcog56_4,2,5.987,12,6.013,6013,2,0,infantcog_ubc,UBC_056,4
5,infantcog56_5,4,2,12,10,10000,0,0,infantcog_ubc,UBC_056,5
3,infantcog56_6,5,3.411,9.463,6.052,6052,1,0,infantcog_ubc,UBC_056,6
3,infantcog56_6,4,10.392,12,1.608,1608,1,0,infantcog_ubc,UBC_056,6
1,infantcog56_7,4,2,12,10,10000,0,0,infantcog_ubc,UBC_056,7
5,infantcog57_1,3,2,12,10,10000,2,0,infantcog_ubc,UBC_057,1
3,infantcog57_2,4,2,12,10,10000,0,0,infantcog_ubc,UBC_057,2
1,infantcog57_3,4,2,12,10,10000,0,0,infantcog_ubc,UBC_057,3
1,infantcog57_4,4,2,12,10,10000,0,0,infantcog_ubc,UBC_057,4
2,infantcog57_5,4,2,12,10,10000,0,0,infantcog_ubc,UBC_057,5
6,infantcog57_6,4,2,12,10,10000,0,0,infantcog_ubc,UBC_057,6
8,infantcog58_1,4,2,12,10,10000,0,0,infantcog_ubc,UBC_058,1
2,infantcog58_10,4,2,12,10,10000,0,0,infantcog_ubc,UBC_058,10
4,infantcog58_11,4,2,11.126,9.126,9126,0,0,infantcog_ubc,UBC_058,11
7,infantcog58_12,6,10.197,12,1.803,1803,1,0,infantcog_ubc,UBC_058,12
1,infantcog58_2,4,2,12,10,10000,0,0,infantcog_ubc,UBC_058,2
7,infantcog58_3,5,2.013,2.409,0.396,396,1,0,infantcog_ubc,UBC_058,3
7,infantcog58_4,5,5.478,6.743,1.265,1265,1,0,infantcog_ubc,UBC_058,4
3,infantcog58_5,4,2,12,10,10000,0,0,infantcog_ubc,UBC_058,5
2,infantcog58_6,4,8.534,10.846,2.312,2312,0,0,infantcog_ubc,UBC_058,6
2,infantcog58_6,4,11.152,11.832,0.68,680,0,0,infantcog_ubc,UBC_058,6
8,infantcog58_7,5,2.013,2.442,0.429,429,1,0,infantcog_ubc,UBC_058,7
8,infantcog58_7,5,6.732,7.953,1.221,1221,1,0,infantcog_ubc,UBC_058,7
8,infantcog58_7,5,11.418,12,0.582,582,1,0,infantcog_ubc,UBC_058,7
4,infantcog58_8,4,2,6.369,4.369,4369,0,0,infantcog_ubc,UBC_058,8
4,infantcog58_8,3,7.425,10.725,3.3,3300,0,0,infantcog_ubc,UBC_058,8
1,infantcog58_9,4,2,12,10,10000,0,0,infantcog_ubc,UBC_058,9
7,infantcog01_7,3,9.486,9.724,0.238,238,NA,NA,infantcog_ubc,UBC_001,7
5,princetonbabylab12_8,5,11.253,12,0.747,747,1,0,princetonbabylab,p12,8
8,princetonbabylab01_2,4,2,12,10,10000,0,0,princetonbabylab,p01,2
8,princetonbabylab01_8,4,2,10.758,8.758,8758,0,0,princetonbabylab,p01,8
8,princetonbabylab01_8,5,10.758,11.253,0.495,495,0,0,princetonbabylab,p01,8
8,princetonbabylab01_9,3,6.996,8.25,1.254,1254,1,0,princetonbabylab,p01,9
8,princetonbabylab01_9,5,10.428,10.758,0.33,330,1,0,princetonbabylab,p01,9
8,princetonbabylab03_3,5,6.138,7.128,0.99,990,1,1,princetonbabylab,p03,3
8,princetonbabylab04_10,2,6.666,9.471,2.805,2805,2,0,princetonbabylab,p04,10
8,princetonbabylab04_10,2,10.098,10.989,0.891,891,2,0,princetonbabylab,p04,10
8,princetonbabylab05_6,5,3.168,5.445,2.277,2277,1,1,princetonbabylab,p05,6
8,princetonbabylab05_6,5,10.791,11.088,0.297,297,1,1,princetonbabylab,p05,6
8,princetonbabylab06_1,3,4.653,7.128,2.475,2475,1,1,princetonbabylab,p06,1
8,princetonbabylab06_2,3,2.211,3.96,1.749,1749,1,1,princetonbabylab,p06,2
5,princetonbabylab06_7,4,2,12,10,10000,0,0,princetonbabylab,p06,7
5,princetonbabylab06_9,4,2,12,10,10000,0,0,princetonbabylab,p06,9
8,princetonbabylab07_2,4,2,12,10,10000,0,1,princetonbabylab,p07,2
8,princetonbabylab07_3,4,2,11.187,9.187,9187,0,1,princetonbabylab,p07,3
8,princetonbabylab07_3,3,11.187,12,0.813,813,0,1,princetonbabylab,p07,3
8,princetonbabylab07_4,4,2,12,10,10000,0,1,princetonbabylab,p07,4
5,princetonbabylab08_1,4,2,12,10,10000,0,0,princetonbabylab,p08,1
8,princetonbabylab08_13,4,2,12,10,10000,0,0,princetonbabylab,p08,13
5,princetonbabylab08_3,4,2,12,10,10000,0,0,princetonbabylab,p08,3
8,princetonbabylab09_10,4,2,12,10,10000,0,1,princetonbabylab,p09,10
8,princetonbabylab09_11,3,10.362,10.923,0.561,561,2,0,princetonbabylab,p09,11
8,princetonbabylab09_2,4,2,12,10,10000,0,0,princetonbabylab,p09,2
5,princetonbabylab09_5,5,6.765,7.359,0.594,594,1,0,princetonbabylab,p09,5
5,princetonbabylab09_7,3,2,12,10,10000,2,0,princetonbabylab,p09,7
5,princetonbabylab10_2,4,3.102,3.729,0.627,627,0,0,princetonbabylab,p10,2
5,princetonbabylab10_3,4,2,12,10,10000,0,0,princetonbabylab,p10,3
5,princetonbabylab11_12,4,6.963,8.349,1.386,1386,0,1,princetonbabylab,p11,12
6,princetonbabylab11_12,4,2,12,10,10000,0,1,princetonbabylab,p11,12
8,princetonbabylab11_3,4,2,12,10,10000,0,1,princetonbabylab,p11,3
8,princetonbabylab11_5,4,2,12,10,10000,0,1,princetonbabylab,p11,5
5,princetonbabylab13_10,3,2,2.28,0.28,280,2,0,princetonbabylab,p13,10
5,princetonbabylab13_10,3,5.131,5.58,0.449,449,2,0,princetonbabylab,p13,10
5,princetonbabylab13_3,4,7.127,8.058,0.931,931,0,0,princetonbabylab,p13,3
8,princetonbabylab13_4,3,2.211,3.003,0.792,792,1,0,princetonbabylab,p13,4
8,princetonbabylab13_8,4,2,12,10,10000,0,1,princetonbabylab,p13,8
5,princetonbabylab14_1,5,4.112,4.733,0.621,621,2,0,princetonbabylab,p14,1
8,princetonbabylab14_2,4,2,12,10,10000,0,0,princetonbabylab,p14,2
8,princetonbabylab14_4,3,2.541,5.082,2.541,2541,2,1,princetonbabylab,p14,4
8,princetonbabylab14_4,3,9.174,9.966,0.792,792,2,1,princetonbabylab,p14,4
8,princetonbabylab14_4,3,11.154,11.88,0.726,726,2,1,princetonbabylab,p14,4
5,princetonbabylab14_7,4,2,12,10,10000,0,0,princetonbabylab,p14,7
8,princetonbabylab15_1,3,2.409,5.412,3.003,3003,2,0,princetonbabylab,p15,1
8,princetonbabylab15_1,3,8.679,9.768,1.089,1089,2,0,princetonbabylab,p15,1
8,princetonbabylab15_1,3,10.461,10.89,0.429,429,2,0,princetonbabylab,p15,1
8,princetonbabylab15_4,3,5.478,6.204,0.726,726,2,0,princetonbabylab,p15,4
8,princetonbabylab15_4,3,9.636,10.296,0.66,660,2,0,princetonbabylab,p15,4
8,princetonbabylab15_8,5,2.904,4.389,1.485,1485,1,1,princetonbabylab,p15,8
8,princetonbabylab16_10,NA,NA,NA,0,0,NA,NA,princetonbabylab,p16,10
5,princetonbabylab16_3,NA,NA,NA,0,0,NA,NA,princetonbabylab,p16,3
5,princetonbabylab16_6,NA,NA,NA,0,0,NA,NA,princetonbabylab,p16,6
8,princetonbabylab16_7,NA,NA,NA,0,0,NA,NA,princetonbabylab,p16,7
8,princetonbabylab17_11,3,2.409,2.805,0.396,396,1,1,princetonbabylab,p17,11
8,princetonbabylab17_11,4,2.805,12,9.195,9195,1,1,princetonbabylab,p17,11
5,princetonbabylab17_7,4,2,12,10,10000,0,0,princetonbabylab,p17,7
8,princetonbabylab17_8,3,6.897,10.923,4.026,4026,1,1,princetonbabylab,p17,8
5,princetonbabylab18_2,4,2,12,10,10000,0,0,princetonbabylab,p18,2
3,princetonbabaylab13_5,4,2,12,10,10000,0,0,princetonbabylab,pb1,_5
3,princetonbabaylab18_1,3,5.76,7.6,1.84,1840,2,0,princetonbabylab,pb1,_1
3,princetonbabylab01_1,4,2,12,10,10000,0,0,princetonbabylab,p01,1
5,princetonbabylab01_10,4,5.082,5.802,0.72,720,0,0,princetonbabylab,p01,10
7,princetonbabylab01_10,4,2,12,10,10000,0,0,princetonbabylab,p01,10
4,princetonbabylab01_12,4,2,10.824,8.824,8824,0,0,princetonbabylab,p01,12
4,princetonbabylab01_12,6,10.857,12,1.143,1143,0,0,princetonbabylab,p01,12
2,princetonbabylab01_13,5,11.44,12,0.56,560,1,0,princetonbabylab,p01,13
2,princetonbabylab01_14,5,11.52,12,0.48,480,1,0,princetonbabylab,p01,14
2,princetonbabylab01_3,4,8.92,10.52,1.6,1600,0,0,princetonbabylab,p01,3
1,princetonbabylab01_4,4,2,12,10,10000,0,0,princetonbabylab,p01,4
5,princetonbabylab01_5,4,2,12,10,10000,0,0,princetonbabylab,p01,5
1,princetonbabylab01_6,4,2,12,10,10000,0,0,princetonbabylab,p01,6
3,princetonbabylab01_7,4,3.12,3.4,0.28,280,0,0,princetonbabylab,p01,7
3,princetonbabylab01_7,4,10.28,12,1.72,1720,0,0,princetonbabylab,p01,7
5,princetonbabylab03_1,4,2,12,10,10000,0,0,princetonbabylab,p03,1
6,princetonbabylab03_2,6,5.576,8.382,2.806,2806,1,0,princetonbabylab,p03,2
5,princetonbabylab03_4,5,11.814,12,0.186,186,2,0,princetonbabylab,p03,4
4,princetonbabylab03_5,4,4.125,10,5.875,5875,0,0,princetonbabylab,p03,5
3,princetonbabylab03_6,4,2,12,10,10000,0,0,princetonbabylab,p03,6
1,princetonbabylab04_1,3,4.158,5.016,0.858,858,2,0,princetonbabylab,p04,1
1,princetonbabylab04_1,3,9.504,10.197,0.693,693,2,0,princetonbabylab,p04,1
7,princetonbabylab04_11,3,2,12,10,10000,2,0,princetonbabylab,p04,11
6,princetonbabylab04_12,1,2,2.64,0.64,640,2,0,princetonbabylab,p04,12
6,princetonbabylab04_12,1,4.29,9.801,5.511,5511,2,0,princetonbabylab,p04,12
6,princetonbabylab04_12,1,11.484,12,0.516,516,2,0,princetonbabylab,p04,12
6,princetonbabylab04_2,4,2,12,10,10000,0,1,princetonbabylab,p04,2
4,princetonbabylab04_3,4,2,10,8,8000,0,1,princetonbabylab,p04,3
3,princetonbabylab04_4,4,10.56,12,1.44,1440,0,0,princetonbabylab,p04,4
4,princetonbabylab04_5,4,2,7.512,5.512,5512,0,1,princetonbabylab,p04,5
4,princetonbabylab04_5,5,9.849,10,0.151,151,0,1,princetonbabylab,p04,5
6,princetonbabylab04_6,3,6.699,8.184,1.485,1485,2,0,princetonbabylab,p04,6
6,princetonbabylab04_6,5,8.448,8.679,0.231,231,2,0,princetonbabylab,p04,6
4,princetonbabylab04_7,2,2,4.235,2.235,2235,2,0,princetonbabylab,p04,7
4,princetonbabylab04_7,3,4.385,5.217,0.832,832,2,0,princetonbabylab,p04,7
4,princetonbabylab04_7,4,5.337,12,6.663,6663,2,0,princetonbabylab,p04,7
2,princetonbabylab04_8,6,2,8.28,6.28,6280,1,0,princetonbabylab,p04,8
2,princetonbabylab04_8,6,2.2,4.48,2.28,2280,1,0,princetonbabylab,p04,8
1,princetonbabylab04_9,3,7.425,8.697,1.272,1272,2,0,princetonbabylab,p04,9
1,princetonbabylab04_9,5,11.583,12,0.417,417,2,0,princetonbabylab,p04,9
2,princetonbabylab05_1,4,2,12,10,10000,0,0,princetonbabylab,p05,1
3,princetonbabylab05_2,3,4.96,6.6,1.64,1640,2,1,princetonbabylab,p05,2
3,princetonbabylab05_2,5,9.64,11.04,1.4,1400,2,1,princetonbabylab,p05,2
5,princetonbabylab05_3,4,2,12,10,10000,0,0,princetonbabylab,p05,3
6,princetonbabylab05_4,4,2,12,10,10000,0,0,princetonbabylab,p05,4
4,princetonbabylab05_5,4,2,10,8,8000,0,0,princetonbabylab,p05,5
4,princetonbabylab05_7,4,2,12,10,10000,0,0,princetonbabylab,p05,7
7,princetonbabylab05_8,4,2,12,10,10000,0,0,princetonbabylab,p05,8
7,princetonbabylab06_10,4,2,12,10,10000,0,0,princetonbabylab,p06,10
2,princetonbabylab06_11,3,2,9.64,7.64,7640,2,0,princetonbabylab,p06,11
6,princetonbabylab06_12,3,2,5.511,3.511,3511,2,0,princetonbabylab,p06,12
6,princetonbabylab06_13,3,2.541,9.009,6.468,6468,2,0,princetonbabylab,p06,13
7,princetonbabylab06_14,4,2,12,10,10000,0,0,princetonbabylab,p06,14
6,princetonbabylab06_2,3,3.003,4.719,1.716,1716,2,0,princetonbabylab,p06,2
5,princetonbabylab06_3,4,2,12,10,10000,0,0,princetonbabylab,p06,3
6,princetonbabylab06_4,3,3.564,6.105,2.541,2541,2,0,princetonbabylab,p06,4
6,princetonbabylab06_4,3,8.085,9.075,0.99,990,2,0,princetonbabylab,p06,4
5,princetonbabylab06_5,5,9.08,9.472,0.392,392,2,0,princetonbabylab,p06,5
1,princetonbabylab06_8,3,4.62,6.171,1.551,1551,2,0,princetonbabylab,p06,8
1,princetonbabylab06_8,3,9.702,10.062,0.36,360,2,0,princetonbabylab,p06,8
6,princetonbabylab07_1,3,6.699,8.778,2.079,2079,2,1,princetonbabylab,p07,1
7,princetonbabylab07_5,3,5.676,7.029,1.353,1353,2,0,princetonbabylab,p07,5
7,princetonbabylab07_5,3,8.976,10.032,1.056,1056,2,0,princetonbabylab,p07,5
2,princetonbabylab07_6,3,2,2.68,0.68,680,2,1,princetonbabylab,p07,6
7,princetonbabylab08_10,4,2,12,10,10000,0,0,princetonbabylab,p08,10
6,princetonbabylab08_11,4,2,12,10,10000,0,1,princetonbabylab,p08,11
3,princetonbabylab08_12,4,2,12,10,10000,0,0,princetonbabylab,p08,12
3,princetonbabylab08_12,6,3.52,4.4,0.88,880,0,0,princetonbabylab,p08,12
3,princetonbabylab08_12,5,11.36,12,0.64,640,0,0,princetonbabylab,p08,12
6,princetonbabylab08_14,4,2,12,10,10000,0,0,princetonbabylab,p08,14
6,princetonbabylab08_2,5,11.121,11.649,0.528,528,1,1,princetonbabylab,p08,2
6,princetonbabylab08_4,4,2,12,10,10000,0,1,princetonbabylab,p08,4
4,princetonbabylab08_5,4,2,12,10,10000,0,0,princetonbabylab,p08,5
6,princetonbabylab08_6,5,2,2.409,0.409,409,1,1,princetonbabylab,p08,6
6,princetonbabylab08_6,5,6.468,6.864,0.396,396,1,1,princetonbabylab,p08,6
6,princetonbabylab08_7,5,2,2.442,0.442,442,1,0,princetonbabylab,p08,7
6,princetonbabylab08_7,5,5.907,7.062,1.155,1155,1,0,princetonbabylab,p08,7
1,princetonbabylab08_8,4,2,12,10,10000,0,1,princetonbabylab,p08,8
1,princetonbabylab08_9,4,2,12,10,10000,0,1,princetonbabylab,p08,9
7,princetonbabylab09_1,4,2,12,10,10000,0,0,princetonbabylab,p09,1
1,princetonbabylab09_12,2,2,2.805,0.805,805,2,0,princetonbabylab,p09,12
1,princetonbabylab09_12,2,5.544,7.722,2.178,2178,2,0,princetonbabylab,p09,12
1,princetonbabylab09_12,2,9.141,9.57,0.429,429,2,0,princetonbabylab,p09,12
1,princetonbabylab09_12,2,10.263,10.857,0.594,594,2,0,princetonbabylab,p09,12
2,princetonbabylab09_14,2,2,3.48,1.48,1480,2,0,princetonbabylab,p09,14
2,princetonbabylab09_14,2,4,12,8,8000,2,0,princetonbabylab,p09,14
7,princetonbabylab09_3,4,2,12,10,10000,0,0,princetonbabylab,p09,3
4,princetonbabylab09_4,7,2,2.277,0.277,277,1,0,princetonbabylab,p09,4
4,princetonbabylab09_4,4,2.376,12,9.624,9624,1,0,princetonbabylab,p09,4
6,princetonbabylab09_6,3,9.669,11.385,1.716,1716,2,1,princetonbabylab,p09,6
1,princetonbabylab09_8,2,10.263,11.022,0.759,759,2,0,princetonbabylab,p09,8
2,princetonbabylab09_9,5,10.6,12,1.4,1400,1,1,princetonbabylab,p09,9
1,princetonbabylab10_1,3,2.541,8.184,5.643,5643,2,1,princetonbabylab,p10,1
2,princetonbabylab10_4,4,2,12,10,10000,0,0,princetonbabylab,p10,4
3,princetonbabylab10_5,3,3.36,7.16,3.8,3800,2,1,princetonbabylab,p10,5
3,princetonbabylab10_5,2,8.68,12,3.32,3320,2,1,princetonbabylab,p10,5
6,princetonbabylab10_6,3,3.564,10.758,7.194,7194,2,1,princetonbabylab,p10,6
7,princetonbabylab11_1,4,2,12,10,10000,0,0,princetonbabylab,p11,1
7,princetonbabylab11_10,4,2,12,10,10000,0,0,princetonbabylab,p11,10
7,princetonbabylab11_10,4,2,12,10,10000,0,0,princetonbabylab,p11,10
7,princetonbabylab11_11,4,2,12,10,10000,0,1,princetonbabylab,p11,11
7,princetonbabylab11_11,4,2,12,10,10000,0,1,princetonbabylab,p11,11
2,princetonbabylab11_2,5,4.88,5.8,0.92,920,1,0,princetonbabylab,p11,2
2,princetonbabylab11_2,5,10.32,12,1.68,1680,1,0,princetonbabylab,p11,2
2,princetonbabylab11_4,4,4.587,9.504,4.917,4917,0,1,princetonbabylab,p11,4
2,princetonbabylab11_4,4,10.989,12,1.011,1011,0,1,princetonbabylab,p11,4
2,princetonbabylab11_6,4,4.224,8.25,4.026,4026,0,0,princetonbabylab,p11,6
2,princetonbabylab11_6,4,5.544,12,6.456,6456,0,0,princetonbabylab,p11,6
2,princetonbabylab11_7,5,2.68,9.6,6.92,6920,1,1,princetonbabylab,p11,7
1,princetonbabylab11_8,3,5.511,8.349,2.838,2838,2,1,princetonbabylab,p11,8
7,princetonbabylab11_9,4,2,12,10,10000,0,0,princetonbabylab,p11,9
7,princetonbabylab11_9,4,2,12,10,10000,0,0,princetonbabylab,p11,9
4,princetonbabylab12_1,4,2,12,10,10000,0,0,princetonbabylab,p12,1
2,princetonbabylab12_2,4,11.08,11.28,0.2,200,0,0,princetonbabylab,p12,2
7,princetonbabylab12_3,4,2,12,10,10000,0,0,princetonbabylab,p12,3
1,princetonbabylab12_4,5,11.385,12,0.615,615,1,1,princetonbabylab,p12,4
1,princetonbabylab12_5,5,11.22,12,0.78,780,1,0,princetonbabylab,p12,5
7,princetonbabylab12_6,5,2,12,10,10000,2,0,princetonbabylab,p12,6
1,princetonbabylab12_7,5,10.956,12,1.044,1044,1,0,princetonbabylab,p12,7
6,princetonbabylab12_9,5,11.913,12,0.087,87,1,0,princetonbabylab,p12,9
1,princetonbabylab13_1,3,3.003,8.448,5.445,5445,2,0,princetonbabylab,p13,1
3,princetonbabylab13_11,4,2,12,10,10000,0,0,princetonbabylab,p13,11
7,princetonbabylab13_12,4,2,12,10,10000,0,0,princetonbabylab,p13,12
1,princetonbabylab13_13,4,2,12,10,10000,0,0,princetonbabylab,p13,13
7,princetonbabylab13_14,4,6.006,8.481,2.475,2475,0,0,princetonbabylab,p13,14
3,princetonbabylab13_2,4,2,12,10,10000,0,0,princetonbabylab,p13,2
2,princetonbabylab13_6,5,5.76,12,6.24,6240,1,1,princetonbabylab,p13,6
2,princetonbabylab13_7,5,2.88,3.92,1.04,1040,1,0,princetonbabylab,p13,7
2,princetonbabylab13_7,5,7.48,8.92,1.44,1440,1,0,princetonbabylab,p13,7
6,princetonbabylab13_9,4,2,12,10,10000,0,0,princetonbabylab,p13,9
3,princetonbabylab14_3,3,2,12,10,10000,2,0,princetonbabylab,p14,3
7,princetonbabylab14_5,4,2,12,10,10000,0,0,princetonbabylab,p14,5
2,princetonbabylab14_6,4,2,12,10,10000,0,0,princetonbabylab,p14,6
3,princetonbabylab14_8,6,4,9.4,5.4,5400,1,1,princetonbabylab,p14,8
7,princetonbabylab15_10,4,2,12,10,10000,0,0,princetonbabylab,p15,10
4,princetonbabylab15_2,3,2,7.586,5.586,5586,2,1,princetonbabylab,p15,2
4,princetonbabylab15_2,4,7.628,12,4.372,4372,2,1,princetonbabylab,p15,2
2,princetonbabylab15_3,4,4.56,7,2.44,2440,0,0,princetonbabylab,p15,3
6,princetonbabylab15_5,4,2,12,10,10000,0,0,princetonbabylab,p15,5
7,princetonbabylab15_6,5,6.699,11.418,4.719,4719,1,0,princetonbabylab,p15,6
6,princetonbabylab15_7,5,2,3.564,1.564,1564,1,1,princetonbabylab,p15,7
6,princetonbabylab15_7,5,11.385,12,0.615,615,1,1,princetonbabylab,p15,7
7,princetonbabylab15_9,4,5.313,6.039,0.726,726,0,0,princetonbabylab,p15,9
4,princetonbabylab16_1,2,2,12,10,10000,2,0,princetonbabylab,p16,1
3,princetonbabylab16_11,4,2,12,10,10000,0,0,princetonbabylab,p16,11
